24609|7630|7524|13|0|21|44.5|3206|3569|2310|3206|1890|3749|3881|507|22
95019|7727|976|219|0|70|28.3|1993|2061|1542|1993|1047|3842|3885|485|6428
53130|7755|7108|135|1|75|44|3332|3536|2081|3332|1633|3693|4062|548|333
48039|7807|7520|23|1|26|42.1|3154|3541|2140|3154|1597|3818|3989|491|115
48629|7854|7592|17|1|22|52.8|3641|7346|2288|3641|1824|3908|3946|277|90
49938|7945|7617|18|1|34|46.6|3646|4812|2155|3646|1605|3894|4051|366|84
25560|7997|7686|101|0|58|41.7|3122|3260|2347|3122|1984|3922|4075|657|68
68117|8032|5719|91|10|132|36.9|3032|3205|2014|3032|1393|4107|3925|455|1931
32347|8057|6494|38|1|1102|43|3200|3621|2234|3200|1606|3901|4156|405|171
87740|8068|3570|23|1|31|44.2|3488|4155|2167|3488|1506|4001|4067|363|4298
7764|8097|7339|96|1|179|32.4|2384|2528|1756|2384|1431|3862|4235|509|407
35476|8106|3544|37|73|3745|33.1|3272|3613|1792|3272|857|3627|4479|214|666
63703|8182|5807|53|8|1879|37.3|3673|4243|1743|3673|910|3691|4491|187|198
59330|8307|7826|26|4|27|42.9|3452|3806|2227|3452|1842|4192|4115|574|175
7624|8373|5019|2650|1|110|43.2|2747|2860|2328|2747|2011|4103|4270|905|501
18088|8375|8051|45|1|51|45.9|3341|3559|2425|3341|1974|4128|4247|522|172
53948|8414|7871|57|2|123|43.2|3423|4294|2134|3423|1569|4277|4137|425|205
1230|8430|7519|126|2|206|47.5|3479|4633|2033|3479|1537|4053|4377|403|415
1069|8469|7989|78|0|105|43.5|3519|3779|2232|3519|1673|4228|4241|479|197
17931|8472|6142|50|1|1785|39.9|2249|2676|1387|2249|1028|5810|2662|281|480
84701|8692|8087|32|9|22|31.8|2959|3447|2199|2959|1832|4365|4327|775|332
25304|8773|7435|308|6|692|43.7|3821|4150|2077|3821|1488|4051|4722|370|169
13214|8793|6887|320|4|1036|37.5|3160|3327|1945|3160|1435|4006|4787|448|365
48750|8846|8298|47|11|62|50|4096|6867|2511|4096|1908|4374|4472|325|199
15074|8874|7846|17|1|698|43.9|3737|4119|2369|3737|1649|4304|4570|396|96
33050|8922|5995|91|2|486|48.2|3981|7057|2370|3981|1819|4625|4297|248|2266
17584|8957|8543|76|1|71|48.2|3659|3859|2592|3659|2288|4268|4689|661|209
34428|9109|8226|84|0|293|49.7|4047|5155|2531|4047|1943|4542|4567|342|368
24901|9128|8463|101|4|269|45|4156|4696|2486|4156|1951|4356|4772|497|145
50595|9165|8122|274|0|36|41.7|3889|4301|2458|3889|1913|4483|4682|568|611
49720|9172|8644|44|6|45|46.6|3960|6113|2597|3960|2098|4431|4741|546|131
18848|9193|8849|33|0|37|44.8|3868|4494|2518|3868|1891|4575|4618|504|153
32407|9347|7949|212|10|279|36.3|4096|8118|2341|4096|1674|4741|4606|455|596
48062|9373|8783|15|15|90|40.6|3434|3733|2524|3434|2070|4676|4697|752|330
28134|9453|5409|517|16|1815|36|3953|4287|2303|3953|1575|4399|5054|614|1516
48509|9470|8604|51|2|330|42.8|3774|4059|2665|3774|1979|4663|4807|529|306
6260|9510|8761|96|3|126|39.9|3923|4271|2376|3923|1631|4643|4867|431|282
14895|9616|9285|69|4|42|43.9|4161|4943|2461|4161|1829|4625|4991|518|88
81008|9641|5562|205|17|235|38.4|4159|4529|2595|4159|1888|4606|5035|551|3495
4769|9692|9077|85|4|61|40.2|4201|4608|2413|4201|1728|4674|5018|440|127
58301|9864|8464|39|2|41|41.5|4264|4661|2540|4264|1913|4859|5005|576|120
60475|9870|6279|114|0|1913|36.8|3957|4248|2487|3957|1651|4808|5062|555|1415
49738|9924|9574|42|1|42|47.4|4212|7713|2798|4212|2185|4939|4985|460|129
56649|9932|9336|25|3|75|45|4385|5312|2698|4385|2051|4886|5046|525|112
55807|9963|9036|70|2|140|37.5|4358|4609|2484|4358|1567|4823|5140|415|147
35960|10087|9115|22|0|688|45|4148|6449|2832|4148|2194|4948|5139|574|107
13350|10093|9263|95|5|356|40.5|4107|4568|2291|4107|1590|4793|5300|413|279
55792|10107|9266|53|2|137|45.5|4848|5415|2429|4848|1683|4894|5213|398|139
69301|10125|8442|34|2|50|40.8|4236|4864|2782|4236|2252|4972|5153|701|1116
16214|10127|9361|125|4|390|23.1|3921|4410|1724|3921|1245|4573|5554|340|92
35128|10197|8624|69|14|1170|41.7|4124|4711|2951|4124|2288|4968|5229|665|193
15137|10228|8448|76|2|1400|44.8|4785|5218|2785|4785|1852|4837|5391|469|87
34450|10293|9459|66|5|236|56.6|5045|6243|3000|5045|2394|4907|5386|336|363
15656|10298|9977|30|1|122|44.8|4391|4787|2958|4391|2342|5057|5241|665|65
73601|10299|6189|74|5|468|35.4|3815|4371|2606|3815|1887|5043|5256|674|2623
50616|10344|9622|202|5|192|43.3|4453|4841|2762|4453|2200|4972|5372|637|252
35501|10424|7826|33|10|1827|39.9|4158|4832|2651|4158|1719|5015|5409|470|551
20619|10503|8071|407|4|1125|34|4055|4366|2706|4055|2115|5200|5303|963|547
64137|10554|6024|340|42|3301|32.9|4230|4703|2435|4230|1663|5006|5548|520|575
63044|10568|7835|244|2|1611|45.8|4326|4626|2708|4326|1982|4941|5627|554|694
48661|10691|10333|48|3|23|45.7|4491|6608|2984|4491|2348|5196|5495|597|136
11716|10700|9532|235|1|108|42.4|3795|3925|2783|3795|2187|5261|5439|752|764
18840|10731|10244|176|1|71|44|4632|5037|2909|4632|2214|5110|5621|569|123
8051|10758|9716|145|0|409|39.1|4486|4657|2825|4486|2051|5024|5734|734|357
60915|10774|9324|77|6|303|35.4|4247|4466|2739|4247|1854|5237|5537|650|887
24293|10791|10254|84|0|195|38|4226|4665|2834|4226|2178|5384|5407|609|151
54971|10827|10109|82|2|56|39.8|4255|4788|2684|4255|2179|5267|5560|702|480
8244|10849|8142|332|6|1153|41.6|4686|5621|2841|4686|1720|5099|5750|438|1027
27948|10862|9614|121|7|106|39.8|4528|9024|2782|4528|2103|5532|5330|594|801
61354|10870|9819|191|0|77|44.6|4711|5062|2845|4711|2187|5209|5661|676|651
87402|11034|7228|81|7|91|35.3|3995|4239|3041|3995|2403|5488|5546|868|2166
20678|11045|7888|161|1|2429|39.8|3854|4121|2821|3854|2019|5375|5670|681|259
27025|11138|9120|56|5|1355|43.1|4515|5055|3147|4515|2383|5494|5644|671|408
95453|11256|8265|164|12|117|45.4|4582|5533|2866|4582|2105|5637|5619|520|1966
30531|11279|7351|466|54|395|34.6|3968|4501|2847|3968|2129|5482|5797|784|2833
49801|11424|10956|71|7|49|45.7|4999|5798|3194|4999|2549|5651|5773|739|150
66112|11458|4550|183|28|4921|36.1|4665|5309|2859|4665|1650|5338|6120|423|1426
35768|11581|10228|64|24|581|41.2|4682|5303|3224|4682|2386|5632|5949|647|355
33037|11612|8529|91|12|273|49.4|5240|10113|3156|5240|2549|5971|5641|475|2521
48360|11651|10364|363|0|370|38.7|4188|4393|3161|4188|2658|5755|5896|1259|365
46036|11663|11132|33|5|21|41.2|4720|5475|3197|4720|2347|5745|5918|614|336
25071|11697|11491|24|1|23|43.2|4856|5237|3494|4856|2770|5742|5955|760|59
54451|11755|11433|39|7|33|41.6|4841|5735|3254|4841|2686|5934|5821|877|140
25901|11920|10958|28|1|583|42.3|5131|5649|3244|5131|2245|5658|6262|609|127
34222|11952|9002|187|2|749|54.7|5550|6855|3492|5550|2851|5644|6308|457|1862
25405|12029|10139|78|7|966|37.1|4277|4628|3103|4277|2333|6192|5837|817|521
33403|12042|5022|340|8|5278|36.9|4797|5614|2829|4797|1571|5802|6240|457|1213
18202|12083|9394|115|6|286|42.1|4738|5608|3040|4738|2029|5885|6198|498|2306
49858|12088|11670|48|1|43|46.1|5551|6502|3427|5551|2581|5991|6097|629|131
34103|12150|10571|88|4|168|61.5|6116|10165|3699|6116|3164|5735|6415|409|1203
19153|12259|1852|535|8|9324|37.1|5139|5524|3112|5139|1523|5609|6650|388|334
18508|12292|10107|202|10|546|39.5|4982|5530|2978|4982|1817|5837|6455|511|1213
21666|12309|11421|151|4|267|42.6|4542|5085|3474|4542|2918|6152|6157|1056|241
26105|12333|11799|166|4|125|45.1|5440|5905|3495|5440|2726|5809|6524|741|88
14810|12356|11611|54|3|359|44.8|5153|5955|3025|5153|2165|6285|6071|572|166
51401|12373|11837|79|1|62|42|5190|5579|3240|5190|2658|5953|6420|951|252
19971|12385|10921|173|3|611|54.7|6192|15406|3131|6192|2534|6198|6187|372|570
42642|12573|11904|27|1|22|40.7|5304|6346|3566|5304|2650|6141|6432|759|499
62896|12626|12181|61|2|50|40.7|5308|5902|3462|5308|2499|6138|6488|690|183
59501|12638|10433|64|7|45|35.8|5173|5863|3182|5173|2353|6384|6254|758|319
45885|12661|12218|88|12|45|40.1|5020|5692|3440|5020|2722|6307|6354|887|143
18431|12666|12122|59|1|92|44.3|5328|6251|3468|5328|2651|6101|6565|752|263
56701|12690|11671|75|1|185|38.8|5332|5693|3323|5332|2517|6238|6452|806|364
72212|12705|10516|515|6|1253|44.5|5106|5329|3748|5106|3299|6106|6599|1125|239
8009|12854|10948|328|3|913|41.3|4781|5019|3440|4781|2609|6238|6616|854|476
81625|12921|10658|66|7|40|35.4|5104|5609|3483|5104|2699|6561|6360|918|1903
64503|12921|11382|62|25|418|35.7|5144|5730|3372|5144|2281|6354|6567|683|737
48638|12922|10377|240|3|1183|43.6|5878|6281|3524|5878|2625|5988|6934|711|907
48801|12923|11594|92|3|87|34.6|4845|5279|3079|4845|2197|6145|6778|641|936
79556|12995|7685|67|0|688|38.7|5130|6038|3390|5130|2378|6437|6558|679|4435
59840|13052|12282|99|7|22|47.9|5924|6696|3586|5924|2872|6336|6716|686|354
3106|13374|12497|265|7|141|39.8|4897|5155|3514|4897|2890|6469|6905|950|278
52003|13436|12954|85|4|56|44|5312|5553|3739|5312|3184|6475|6961|1080|186
43326|13611|13099|42|12|90|39.2|5345|5943|3640|5345|2693|6610|7001|805|214
84501|13612|11455|97|17|59|32.9|4910|5313|3474|4910|2677|6757|6855|997|1670
67209|13654|11226|403|18|370|36.5|5233|5438|3637|5233|2957|6728|6926|1142|1189
15229|13825|13096|147|2|244|40.9|6185|6497|3701|6185|2780|6581|7244|882|155
15218|13851|9409|274|4|3488|40.2|6790|7539|3436|6790|2173|6319|7532|573|322
93514|13857|9530|203|8|84|45.4|5898|6663|3710|5898|2817|6918|6939|733|2574
46373|13859|12378|118|10|137|41.3|4769|4915|3978|4769|3580|6925|6934|1433|1112
35210|13952|8338|165|1|4311|41.5|6020|6485|3609|6020|2525|6541|7411|627|941
84087|13983|12491|183|102|73|29.5|4125|4252|3525|4125|2995|7017|6966|1528|822
39701|13997|3821|52|3|9861|33.9|5581|6593|3412|5581|1549|6383|7614|349|132
6416|14005|12132|465|3|593|43.1|5752|6001|3650|5752|2946|6798|7207|942|633
32534|14029|8732|144|4|4023|37.8|5653|6376|3747|5653|2372|6826|7203|621|602
49660|14066|12306|47|13|702|45.8|5689|7561|3593|5689|2777|7437|6629|657|371
2601|14089|10456|283|9|973|41.7|6130|8062|3242|6130|2043|6922|7167|518|898
3743|14103|13441|127|4|92|41.1|5908|6529|3611|5908|2526|6906|7197|630|177
34134|14112|13224|143|4|64|65.1|7535|13562|4875|7535|4517|6774|7338|284|603
6795|14144|13202|234|1|152|45|5319|5552|3928|5319|3267|6828|7316|1040|411
60130|14167|7048|847|3|4583|39.5|7159|7834|3100|7159|1944|6686|7481|599|1398
41056|14228|12577|93|1|1045|40.5|5809|6672|3865|5809|2770|6835|7393|800|211
57783|14290|13272|110|3|41|38.6|6433|7097|3648|6433|2888|6901|7389|857|375
24426|14329|12934|52|2|961|44.4|6129|7110|4045|6129|3135|7050|7279|852|167
24382|14366|13222|99|3|668|44.9|6418|7189|4014|6418|2981|6786|7580|747|177
28557|14429|12001|200|22|1110|46.5|6597|8037|4041|6597|3079|6839|7590|774|784
49721|14436|13232|48|2|64|46.5|6115|8839|4027|6115|3159|7112|7324|778|126
53901|14445|13119|87|6|526|40.5|5794|6666|3611|5794|2757|7657|6788|809|464
61764|14460|12198|83|0|1203|39.8|5314|5725|3356|5314|2474|7889|6571|792|786
19703|14471|8172|602|12|4362|36.8|5984|6511|3630|5984|2209|6905|7566|696|1117
37416|14486|7091|127|3|6561|40.8|6172|6679|3904|6172|2535|6857|7629|591|412
14564|14487|13570|311|7|112|42.2|5536|5888|4059|5536|3537|7086|7401|1378|294
57350|14534|12156|625|17|138|40.5|6137|6951|3720|6137|2901|7256|7278|880|1292
41143|14535|14006|44|3|130|38.8|5598|6270|3999|5598|3119|7175|7360|896|208
38703|14568|2289|73|3|12056|34.4|5205|5920|3692|5205|1719|6700|7868|348|115
26241|14591|14087|86|0|127|44.1|6172|6929|3823|6172|2856|7034|7557|724|114
49068|14646|13738|77|4|103|42.9|6003|6564|4015|6003|3192|7094|7552|982|479
96766|14683|2622|7097|1072|56|40.8|4728|5296|3305|4728|2313|7339|7344|705|1163
95066|14749|12002|684|20|112|42.4|5643|5975|3933|5643|3143|7251|7498|1147|1391
29902|14779|9689|246|17|3528|34.7|5806|6706|3717|5806|2640|7200|7579|861|1016
5201|14851|14144|111|13|148|42.3|6081|6739|3665|6081|2486|7073|7778|612|249
98233|14871|10110|377|51|122|35.3|5522|5897|3723|5522|2737|7316|7555|967|3866
19107|14875|8144|3885|7|1821|29.3|7619|8400|1615|7619|1266|7664|7211|237|640
37874|14979|13382|87|3|634|40.7|5853|6621|4163|5853|3104|7276|7703|883|618
82414|15011|14200|57|16|20|46.4|6636|7656|4267|6636|3567|7402|7609|897|441
45631|15048|14139|109|0|372|42.3|6245|7105|4072|6245|3064|7368|7680|839|140
29662|15090|9196|398|20|4031|37.5|6245|6645|3990|6245|2843|7078|8012|941|1163
53818|15091|14276|226|0|245|23.3|5041|5329|2643|5041|2093|8324|6767|628|217
45426|15239|3250|54|4|11392|41.7|6791|7950|4000|6791|2078|6657|8582|390|141
48302|15360|12131|1564|6|1039|49.8|6156|6770|4556|6156|4006|7528|7832|1196|290
54981|15426|14813|48|0|84|45.5|6322|8074|3997|6322|3192|7819|7607|918|298
34950|15436|3018|92|7|8659|35.5|5531|7111|3207|5531|1437|7897|7539|465|3514
81601|15442|10382|125|16|137|35.1|5785|6408|3778|5785|2997|7867|7575|1100|4592
50325|15448|13111|620|3|331|37.9|5756|6081|4322|5756|3704|7701|7747|1557|1166
54868|15512|14764|100|2|56|42.6|6734|7474|4162|6734|3278|7531|7981|941|357
82072|15533|12813|642|6|234|25.5|7160|7665|2981|7160|2252|8102|7431|736|1484
56258|15617|13249|436|4|550|30.8|6110|6512|3567|6110|2855|7778|7839|1073|1097
35071|15661|13817|179|3|1259|41.9|6403|6803|4490|6403|3552|7285|8376|1103|227
45320|15691|15133|106|1|84|40.6|6146|6817|4334|6146|3399|7640|8051|1063|117
82609|15730|14005|149|9|160|37.9|6608|7072|4300|6608|3255|7764|7966|1022|1098
53073|15757|14545|102|10|609|40.9|5815|6380|3939|5815|3351|8352|7405|1051|277
45804|15758|10207|73|2|4441|36|6357|7674|3821|6357|2008|7454|8304|467|443
86403|15802|12545|149|29|128|48.1|7074|10794|4265|7074|3179|7863|7939|607|2566
12953|15836|11983|90|0|2699|38.2|4781|5610|2967|4781|2086|9932|5904|588|1050
75601|15849|9299|173|7|3314|39.1|6047|6473|3752|6047|2618|7804|8045|820|2816
2719|15873|15034|154|9|145|45.3|6672|7475|4178|6672|3103|7636|8237|851|198
63049|15896|15137|129|2|108|37.7|6012|6429|4419|6012|3439|7950|7946|1198|279
83406|15902|14452|137|8|78|30.8|5179|5494|3979|5179|3328|7828|8074|1571|973
15012|15905|15126|115|1|294|45.8|6743|7326|4529|6743|3409|7633|8272|982|166
55306|15935|12031|828|3|1112|35.8|6400|6776|4167|6400|3178|7858|8077|1081|1419
93631|15941|7938|534|22|87|34.3|5255|5587|4107|5255|3230|7822|8119|1297|7038
33948|15958|13026|212|6|1243|52.4|7081|8887|4656|7081|3642|7628|8330|555|1190
33549|16132|12465|294|4|811|43.4|6340|6962|4427|6340|3537|7892|8240|1132|2284
31545|16133|11717|69|2|3285|36.3|6009|6870|4325|6009|2970|7816|8317|926|794
13413|16135|14851|591|0|209|48.1|6818|7198|4237|6818|3455|7484|8651|1034|311
66202|16173|12637|526|5|959|35.1|8057|8826|3880|8057|2770|7803|8370|792|1635
15017|16213|14844|521|0|488|44.4|7392|7875|4185|7392|3368|7535|8678|1094|147
39507|16234|11548|220|18|3174|39.2|7190|8747|4234|7190|2738|7964|8270|717|990
34420|16287|13548|148|11|786|42.6|6648|7770|4412|6648|3145|7859|8428|785|1516
56501|16290|14964|93|7|80|43.7|6964|9412|4423|6964|3520|8024|8266|1012|202
7001|16305|6662|3626|12|3253|37.8|4857|5076|3561|4857|2644|9180|7125|1109|2550
57501|16309|13963|90|0|74|39.7|6799|7384|4250|6799|3355|7920|8389|1083|287
60192|16343|10382|4613|4|271|39.2|5413|5520|4654|5413|4145|8043|8300|1847|756
16323|16372|15535|72|2|300|44.8|6843|7587|4511|6843|3332|7943|8429|849|185
44241|16428|14267|348|4|1268|37.8|6694|7236|4437|6694|3375|7966|8462|1143|260
60455|16446|12576|503|2|481|36.2|5704|5894|4014|5704|2960|8247|8199|1144|2576
15666|16461|16009|51|3|140|46.1|7099|7631|4751|7099|3690|7947|8514|897|93
44485|16498|9337|66|2|6201|37.7|6886|8304|4253|6886|2129|7744|8754|443|256
68847|16504|14750|137|5|144|33.5|6870|7194|4089|6870|3125|8108|8396|1095|1270
43608|16515|4696|45|2|9397|32.2|5789|7374|3709|5789|1435|8447|8068|336|1856
24014|16570|14908|203|7|930|44.3|7575|8335|4426|7575|3347|7816|8754|913|228
64056|16576|13563|128|210|1041|32.1|6015|6411|4492|6015|2933|7944|8632|1028|1069
35661|16617|13258|132|6|2502|41.3|6812|7448|4812|6812|3721|8027|8590|1161|429
78374|16620|9930|235|24|260|35.4|5918|6482|4526|5918|3544|8254|8366|1400|5901
19015|16632|11475|272|2|4053|37.5|6636|7009|4301|6636|2764|7759|8873|822|540
44030|16652|15046|76|3|988|40.5|6186|7348|4136|6186|3020|8922|7730|784|277
19341|16709|13582|1822|2|608|38.6|6663|7109|4467|6663|3762|8261|8448|1592|409
56073|16759|16254|89|2|44|43|7031|7364|4512|7031|3693|8358|8401|1066|263
43950|16762|14555|121|1|1732|42|5989|6459|3943|5989|3190|9464|7298|842|189
1570|16767|14658|184|0|482|40.9|7088|8011|4313|7088|2954|8110|8657|839|1148
17025|16778|15069|622|2|350|39.1|6845|7195|4508|6845|3546|8164|8614|1222|437
40213|16796|11930|164|16|3082|37.2|7342|7966|4268|7342|2548|8351|8445|628|1334
24210|16840|15903|108|6|326|43.2|7239|7966|4424|7239|3429|8259|8581|946|315
49770|16862|15573|126|7|97|40.7|6951|9623|4464|6951|3446|8220|8642|1112|250
93268|16897|10441|134|114|213|30|5309|6040|3841|5309|2598|8877|8020|1017|5564
16148|16959|15640|203|2|721|48.4|7528|8086|4766|7528|3723|7847|9112|1033|167
54166|17002|14777|72|11|80|44.1|7226|8992|4580|7226|3537|8289|8713|943|394
58401|17142|16165|92|11|127|42.3|7522|8103|4303|7522|3389|8633|8509|984|333
18640|17155|16384|73|1|232|44.4|7402|8135|4562|7402|3134|8138|9017|849|322
85901|17207|14244|123|21|65|45.2|7009|12337|4796|7009|3789|8484|8723|911|2026
88210|17217|8338|52|6|171|35.1|6264|6934|4505|6264|3315|8664|8553|1174|8355
41701|17252|16375|141|3|393|40.2|6810|7605|4596|6810|3226|8458|8794|895|113
48051|17319|14580|155|7|1692|36.5|5796|6187|4262|5796|3203|9152|8167|1330|550
16504|17322|14026|198|22|1914|34.7|6802|7159|3921|6802|2581|8082|9240|725|765
49829|17347|16251|86|0|53|42.8|7523|8279|4537|7523|3334|8360|8987|902|170
44023|17351|16180|143|4|591|44.6|6374|6921|5019|6374|4394|8543|8808|1651|211
62208|17376|11235|467|7|4702|39.3|7493|8044|4741|7493|3409|8498|8878|981|524
7730|17396|14939|676|2|262|42.7|6008|6192|4695|6008|3862|8271|9125|1444|1368
1950|17416|16574|195|1|98|45.9|7622|8264|4437|7622|3604|8093|9323|1201|291
48386|17434|16214|195|3|228|42.7|6831|7423|4909|6831|3955|8599|8835|1352|516
31533|17494|8955|208|13|6146|33.9|6415|7421|4336|6415|2631|8249|9245|809|1948
62223|17560|12975|114|6|3799|42.9|7408|8075|4754|7408|3477|8390|9170|1031|314
42501|17592|16338|80|10|376|41.2|7313|8533|4649|7313|3266|8235|9357|888|488
5403|17593|15604|951|6|336|40.6|7849|8285|4321|7849|3403|8289|9304|1047|333
28805|17620|15291|236|1|1075|45.9|8232|9221|4492|8232|3363|8338|9282|821|613
11738|17638|14007|703|6|492|36.8|5430|5610|4539|5430|3534|8754|8884|1378|2203
15220|17718|13751|2036|0|1342|40.4|8168|8852|4522|8168|3502|8492|9226|1096|222
61550|17721|16899|219|3|122|41.7|7183|7566|4951|7183|4268|8552|9169|1487|283
17512|17836|15170|129|5|703|40|7109|7580|4647|7109|3312|8584|9252|1001|1564
34470|17838|13404|294|9|2250|43.5|7947|9219|4620|7947|2931|8359|9479|636|1569
61520|17839|15653|80|1|1216|40.2|6658|7348|4289|6658|3203|9650|8189|881|678
48838|17863|16585|93|6|74|38.2|6940|7750|4779|6940|3555|8790|9073|1105|787
44278|17868|16663|178|16|551|45.1|7128|7518|5050|7128|3992|8519|9349|1159|172
920|17893|138|62|0|3523|43|7727|9322|4683|7727|2402|8127|9766|573|17652
45030|17921|17434|82|1|52|39.8|6914|7501|4957|6914|3797|8789|9132|1176|170
69361|17999|12632|118|10|134|37.9|7344|7977|4543|7344|3342|8664|9335|1009|4629
80002|18020|13035|298|18|164|36.3|7892|8365|4490|7892|3085|8886|9134|988|4158
918|18056|232|79|3|2271|39.2|8886|10850|4366|8886|1924|7814|10242|464|17740
48879|18075|16805|82|5|154|39|6806|7299|4957|6806|3961|8980|9095|1362|692
35903|18088|10848|105|40|5977|39.3|7519|8538|4866|7519|3196|8693|9395|930|886
55362|18089|16553|193|4|215|33.8|6540|6967|4687|6540|3662|9012|9077|1582|764
46816|18116|7165|2178|30|6363|33.5|7015|7879|4443|7015|2668|8552|9564|986|1929
33761|18167|15989|378|11|346|54|9002|10475|5030|9002|4014|8342|9825|854|1176
44053|18256|12786|108|5|2196|41.7|7760|8511|4801|7760|3375|8567|9689|1024|2853
94564|18287|6792|4168|63|2445|42.6|6746|7127|4848|6746|3481|8690|9597|1007|3997
53110|18320|15379|254|6|491|40.3|8083|8688|4678|8083|3285|8993|9327|942|1793
57301|18375|17222|93|11|81|37.8|7765|8256|4506|7765|3542|9014|9361|1138|280
37745|18401|16879|108|7|529|42|7636|8696|4895|7636|3594|8911|9490|971|614
46319|18404|12703|138|5|2863|36.3|7245|7700|4949|7245|3244|8851|9553|1030|2463
45504|18465|16736|157|16|793|37.5|7019|7868|4517|7019|3380|8833|9632|926|343
53538|18468|16793|123|3|92|41.1|7522|8154|5009|7522|4018|9150|9318|1299|1255
48334|18540|12420|1499|5|3798|45.1|7921|8552|4919|7921|3826|8495|10045|1304|325
56537|18548|17658|108|4|187|44.4|7883|8876|4900|7883|3993|8974|9574|1205|262
16365|18579|18056|94|3|94|45|8219|9299|4878|8219|3765|9106|9473|989|146
72801|18685|14741|281|10|1184|26.4|6908|7479|3943|6908|2531|9092|9593|786|2030
82716|18747|16326|102|14|67|32.2|7246|8069|4646|7246|3433|9856|8891|1321|1798
44705|18772|12193|70|2|5156|36.5|7179|8145|4726|7179|2467|9169|9603|561|356
14760|18775|17057|224|4|574|41|8358|9266|4728|8358|3232|9061|9714|889|374
46733|18777|17428|44|6|61|38.8|7308|7937|5089|7308|4029|9261|9516|1416|1083
38555|18809|17604|139|19|70|42.4|7779|8922|5225|7779|3809|8995|9814|975|767
19090|18832|13854|899|5|3049|40.2|7428|7756|4923|7428|3714|9086|9746|1290|647
92108|18858|11377|2180|99|1143|30.6|10463|11601|3429|10463|2472|9446|9412|515|3281
